City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
259,vestmanna,92,FO,1552350000,93,62.16,-7.17,39.2,41.38
260,tutoia,32,BR,1552351917,82,-2.76,-42.27,80.23,10.45
261,tuatapere,0,NZ,1552351206,81,-46.13,167.69,66.0,5.99
262,onverwacht,0,SR,1552351822,78,5.59,-55.2,78.8,5.82
263,touros,76,BR,1552351917,81,-5.2,-35.46,82.84,11.79
264,cap malheureux,20,MU,1552351747,88,-19.98,57.61,75.0,3.36
265,craig,75,US,1552351880,74,40.52,-107.55,37.4,3.18
266,sibolga,36,ID,1552351848,100,1.74,98.78,67.32,2.17
267,povoa de santa iria,0,PT,1552351843,81,38.86,-9.06,54.0,10.29
268,grand gaube,20,MU,1552351747,88,-20.01,57.66,75.0,3.36
269,yamada,40,JP,1552351803,61,36.58,137.08,55.0,12.75
270,lodwar,0,KE,1552351918,59,3.12,35.6,69.34,3.18
271,gonen,0,IL,1552351657,93,33.12,35.65,48.0,2.39
272,ganta,44,LR,1552351918,72,7.31,-8.54,74.92,4.18
273,axim,0,GH,1552351918,98,4.87,-2.24,82.93,7.43
274,tilichiki,0,RU,1552351919,74,60.47,166.1,7.69,3.96
275,aguimes,20,ES,1552351834,82,27.91,-15.45,63.0,14.99
276,sinjar,0,SY,1552351919,95,35.59,37.0,44.86,6.98
277,launceston,40,AU,1552351590,38,-41.43,147.14,61.0,10.29
278,shingu,20,JP,1552348800,54,33.72,135.99,53.6,5.82
279,ternate,40,PH,1552351686,69,14.29,120.72,82.99,6.93
280,katherine,40,AU,1552348800,66,-14.47,132.26,86.0,5.82
281,saint-pierre,0,FR,1552351881,80,48.95,4.24,33.8,6.93
282,bahia blanca,92,AR,1552351920,57,-38.72,-62.27,72.99,12.35
283,corrales,80,CO,1552351920,78,5.83,-72.84,56.61,1.83
284,kindu,20,CD,1552351920,98,-2.95,25.92,70.24,2.62
285,longyearbyen,20,NO,1552348200,59,78.22,15.63,-0.41,1.12
286,xapuri,32,BR,1552351920,93,-10.65,-68.5,76.09,1.83
287,aklavik,75,CA,1552348800,71,68.22,-135.01,3.2,10.29
288,clarence town,0,AU,1552351914,51,-32.59,151.78,91.0,11.41
289,jinchang,0,CN,1552351815,42,38.52,102.19,4.09,4.85
290,antibes,0,FR,1552351848,48,43.58,7.11,48.0,9.17
291,lavrentiya,12,RU,1552351921,100,65.58,-170.99,3.42,36.39
292,turayf,0,SA,1552348800,75,31.68,38.65,44.6,4.7
293,narsaq,24,GL,1552348200,53,60.91,-46.05,23.0,10.29
294,manadhoo,0,MV,1552351921,100,5.77,73.38,82.93,6.76
295,port blair,8,IN,1552351714,100,11.67,92.75,80.41,8.77
296,bouna,24,CI,1552351921,40,9.27,-3.0,73.84,3.4
297,bathsheba,75,BB,1552348800,83,13.22,-59.52,75.2,23.04
298,selma,1,US,1552351812,39,36.57,-119.61,64.99,12.75
299,sao joao da barra,92,BR,1552351922,100,-21.64,-41.05,78.43,5.97
300,ostrovnoy,80,RU,1552351840,89,68.05,39.51,19.84,11.23
301,egvekinot,0,RU,1552351922,67,66.32,-179.17,-5.72,7.65
302,severo-kurilsk,0,RU,1552351922,99,50.68,156.12,27.94,15.7
303,bosobolo,20,CD,1552351922,82,4.19,19.88,70.78,3.51
304,bahia honda,32,CU,1552351922,58,22.9,-83.16,81.76,7.43
305,san quintin,0,PH,1552351922,59,17.54,120.52,74.56,3.4
306,kholodnyy,0,RU,1552351922,53,62.72,147.95,-7.12,5.41
307,abeche,0,TD,1552351923,17,13.83,20.83,70.47,12.24
308,margate,75,AU,1552351694,38,-43.03,147.26,59.0,13.87
309,batagay-alyta,0,RU,1552351923,29,67.8,130.41,-22.15,2.62
310,padang,40,ID,1552348800,88,-0.92,100.36,73.4,2.24
311,ambilobe,100,MG,1552351923,94,-13.19,49.05,76.0,2.62
312,sonamura,75,IN,1552348800,94,23.47,91.27,75.2,2.73
313,borgomanero,0,IT,1552351923,55,45.7,8.46,46.4,10.29
314,cayenne,40,GF,1552348800,78,4.94,-52.33,78.8,3.36
315,jacobina,0,BR,1552351924,43,-11.19,-40.51,76.0,6.87
316,itacoatiara,100,BR,1552351924,100,-3.14,-58.44,72.4,2.73
317,clyde river,20,CA,1552348800,82,70.47,-68.59,-22.01,3.36
318,sur,0,OM,1552351924,100,22.57,59.53,68.44,10.89
319,mecca,0,SA,1552351870,74,21.43,39.83,57.91,2.62
320,bilibino,12,RU,1552351924,56,68.06,166.44,-6.71,3.18
321,arman,0,RU,1552351924,62,59.7,150.17,6.12,3.62
322,cape coast,24,GH,1552351925,90,5.11,-1.24,76.54,3.4
323,luwuk,20,ID,1552351925,93,-0.95,122.79,80.82,2.28
324,henties bay,0,NA,1552348932,89,-22.12,14.28,62.01,4.0
325,srandakan,0,ID,1552351925,100,-7.94,110.25,73.26,4.07
326,morant bay,20,JM,1552348800,61,17.88,-76.41,80.6,3.36
327,buraydah,0,SA,1552348800,46,26.33,43.97,53.6,5.82
328,kysyl-syr,48,RU,1552351925,77,63.9,122.77,4.32,5.19
329,vao,76,EE,1552351926,87,59.1,26.19,23.71,6.76
330,pandhana,0,IN,1552351926,51,21.73,76.26,58.72,4.18
331,satipo,36,PE,1552351926,96,-11.26,-74.64,67.27,0.94
332,usinsk,80,RU,1552351926,91,66.0,57.56,24.84,8.77
333,changji,0,CN,1552351926,58,32.07,116.17,50.98,11.12
334,coihaique,0,CL,1552348800,63,-45.58,-72.07,60.8,2.06
335,tiznit,0,MA,1552351926,87,29.7,-9.73,56.29,1.95
336,san jose,0,PH,1552351816,83,15.79,120.99,73.71,2.17
337,yarensk,80,RU,1552351926,91,62.17,49.09,28.57,5.19
338,ilulissat,56,GL,1552348200,65,69.22,-51.1,6.8,5.82
339,beloha,68,MG,1552351927,87,-25.17,45.06,73.44,14.81
340,piney green,90,US,1552351926,58,35.09,-78.48,62.6,3.62
341,isangel,40,VU,1552348800,74,-19.55,169.27,86.0,9.17
342,melilla,40,EC,1552348800,70,-0.8,-80.23,84.2,6.93
343,concordia,92,AR,1552351012,87,-31.4,-58.02,69.01,4.0
344,kloulklubed,75,PW,1552348200,78,7.04,134.26,80.6,9.17
345,bereda,24,ES,1552351804,100,43.27,-7.54,46.99,5.82
346,ancud,0,CL,1552348800,82,-41.87,-73.83,55.4,2.24
347,prince rupert,75,CA,1552348800,81,54.32,-130.32,42.8,2.24
348,pekan,75,MY,1552348800,94,3.49,103.39,75.2,2.24
349,okhotsk,8,RU,1552351725,90,59.36,143.24,11.29,4.18
350,povorino,92,RU,1552350802,96,51.2,42.24,37.0,10.0
351,honiara,12,SB,1552351882,77,-9.43,159.96,84.19,3.85
352,saint anthony,1,US,1552351904,47,43.97,-111.68,39.2,6.93
353,miquelon,92,PM,1552351928,82,47.1,-56.38,36.76,34.61
354,meiganga,12,CM,1552351806,38,6.52,14.29,68.62,4.41
355,rincon,90,US,1552351800,63,32.3,-81.24,66.2,11.41
356,jiangyou,12,CN,1552351768,86,31.78,104.73,41.49,2.62
357,guder,0,ET,1552351928,70,8.97,37.77,47.52,2.51
358,torbay,90,CA,1552351632,89,47.66,-52.73,33.01,32.21
359,wenling,0,CN,1552351770,96,28.38,121.38,55.99,1.95
360,wanning,88,AT,1552351924,96,48.64,13.53,35.01,3.0
361,taltal,0,CL,1552351929,80,-25.41,-70.49,60.61,2.28
362,kirakira,8,SB,1552351929,100,-10.46,161.92,83.61,11.23
363,richards bay,88,ZA,1552351710,100,-28.77,32.06,69.61,2.62
364,udachnyy,48,RU,1552351929,81,66.42,112.4,4.72,3.18
365,adolfo lopez mateos,92,MX,1552351622,71,26.8,-109.39,69.01,3.0
366,agadez,24,NE,1552351929,24,16.97,7.99,70.51,7.43
367,tsabong,0,BW,1552351929,90,-26.02,22.4,61.29,8.1
368,brae,76,GB,1552348200,70,60.4,-1.35,44.6,25.28
369,saint-augustin,0,FR,1552351547,86,44.83,-0.61,41.0,4.7
370,valdez,75,US,1552348560,86,61.13,-146.35,37.4,2.06
371,oktyabrskoye,90,RU,1552351822,92,56.73,85.44,24.01,13.42
372,bulgan,0,MN,1552351930,58,48.81,103.53,5.17,2.62
373,sitka,76,US,1552351568,79,37.17,-99.65,48.99,11.01
374,hommelvik,75,NO,1552351815,86,63.41,10.8,30.2,4.7
375,shimanovsk,64,RU,1552351930,82,52.0,127.67,20.47,4.63
376,quang ngai,92,VN,1552351931,98,15.12,108.8,70.6,2.39
377,sturgeon falls,90,CA,1552351816,100,46.36,-79.93,28.0,16.11
378,maniitsoq,44,GL,1552351931,76,65.42,-52.9,4.63,2.62
379,colquechaca,20,BO,1552351931,81,-18.7,-66.0,49.72,1.95
380,kenai,20,US,1552351925,69,60.55,-151.26,39.2,23.04
381,celina,1,US,1552352100,74,40.55,-84.57,37.99,3.36
382,tchamba,20,TG,1552351931,47,9.03,1.42,71.86,3.85
383,darnah,48,LY,1552351826,91,32.77,22.64,63.85,8.66
384,mwanza,68,TZ,1552351931,83,-2.52,32.9,74.29,1.61
385,tazovskiy,80,RU,1552351932,92,67.47,78.7,17.41,12.24
386,vilhena,8,BR,1552351932,94,-12.74,-60.15,73.3,1.83
387,harer,1,US,1552351703,68,42.19,-111.17,46.0,4.7
388,luau,92,CD,1552351932,100,-10.7,22.23,65.02,2.51
389,uspenka,0,UA,1552351932,70,48.39,39.16,37.62,18.61
390,luino,0,IT,1552351924,64,46.0,8.74,46.0,2.24
391,kota tinggi,75,MY,1552348800,94,1.73,103.9,77.0,3.36
392,conde,0,BR,1552351933,86,-11.81,-37.61,80.95,7.99
393,la palma,56,CO,1552351933,83,5.36,-74.39,72.31,0.83
394,ibicarai,40,BR,1552348800,74,-14.87,-39.59,84.2,9.17
395,charters towers,0,AU,1552351934,78,-20.07,146.27,82.44,4.63
396,revelstoke,90,CA,1552348800,79,50.99,-118.19,32.0,32.21
397,bambous virieux,20,MU,1552351446,88,-20.34,57.76,75.0,3.36
398,lazaro cardenas,90,MX,1552351921,26,28.39,-105.62,71.6,11.41
399,ganzhou,0,CN,1552351934,81,25.86,114.93,47.16,2.39
400,whitehorse,75,CA,1552351722,40,60.72,-135.06,37.4,16.11
401,praia da vitoria,40,PT,1552351622,82,38.73,-27.07,62.6,23.53
402,arrifes,75,PT,1552351893,93,37.77,-25.7,59.0,4.7
403,broome,88,GB,1552351926,70,52.47,1.45,46.4,12.75
404,srednekolymsk,44,RU,1552351935,69,67.46,153.71,1.66,3.18
405,spencer,1,US,1552351811,80,43.14,-95.14,32.0,6.93
406,avaton,20,GR,1552351594,87,40.97,24.8,55.99,8.05
407,hella,36,IS,1552351621,60,63.84,-20.4,39.0,39.08
408,shakhtinsk,0,KZ,1552348800,84,49.71,72.59,5.0,4.47
409,lethem,36,GY,1552351935,48,3.38,-59.8,86.94,17.49
410,la asuncion,44,EC,1552351935,84,-1.64,-78.74,50.53,1.28
411,itarema,80,BR,1552351787,95,-2.92,-39.92,77.44,5.64
412,jacareacanga,92,BR,1552351936,98,-6.22,-57.76,71.82,4.29
413,diapaga,32,BF,1552351936,21,12.07,1.79,78.52,10.0
414,luanda,75,AO,1552348800,83,-8.83,13.24,80.6,8.05
415,thai nguyen,75,VN,1552348800,100,21.59,105.84,66.2,5.82
416,uglovskoye,68,RU,1552351936,76,51.36,80.19,14.71,5.08
417,medina,0,SA,1552348800,9,24.47,39.61,64.4,8.05
418,davlekanovo,90,RU,1552348800,94,54.22,55.03,35.6,20.13
419,tamworth,92,AU,1552351615,47,-31.09,150.93,82.0,9.17
420,yerbogachen,80,RU,1552351937,86,61.28,108.01,18.27,5.19
421,anadyr,0,RU,1552351390,69,64.73,177.51,-7.01,8.95
422,stavern,0,NO,1552351806,58,59.0,10.03,26.01,3.36
423,shellbrook,90,CA,1552348800,63,53.22,-106.39,26.6,10.29
424,rawson,0,AR,1552351937,72,-43.3,-65.11,58.72,13.69
425,abonnema,12,NG,1552351938,93,4.71,6.79,75.82,5.3
426,roebourne,92,AU,1552351938,61,-20.77,117.15,85.63,5.97
427,cheremisinovo,92,RU,1552351938,96,51.89,37.26,32.8,18.5
428,cuenca,0,ES,1552351803,37,40.07,-2.13,48.0,2.17
429,shache,8,CN,1552351938,53,38.42,77.24,35.01,8.1
430,san buenaventura,92,MX,1552351804,85,27.06,-101.55,73.0,4.0
431,alta floresta,76,BR,1552351939,96,-9.87,-56.08,73.62,3.62
432,batemans bay,0,AU,1552351836,75,-35.71,150.18,77.0,4.0
433,banff,0,CA,1552349342,48,51.18,-115.57,44.01,25.99
434,denpasar,20,ID,1552348800,88,-8.65,115.22,80.6,3.36
435,parrita,20,CR,1552351851,69,9.52,-84.33,73.4,20.8
436,lewistown,1,US,1552351882,74,40.39,-90.15,42.8,3.36
437,kirovskiy,12,RU,1552351939,66,45.09,133.51,34.78,3.29
438,buala,8,SB,1552351736,77,-8.15,159.59,87.16,8.55
439,cap-aux-meules,20,CA,1552348800,80,47.38,-61.86,33.8,16.11
440,tambovka,20,UA,1552351940,73,46.93,35.45,35.64,5.86
441,marivan,0,IR,1552351940,82,35.52,46.18,25.47,2.06
442,crowley,90,US,1552351915,77,30.21,-92.37,69.8,4.63
443,qasigiannguit,56,GL,1552348200,65,68.82,-51.19,6.8,5.82
444,souillac,0,FR,1552351825,86,45.6,-0.6,41.0,2.24
445,terrace,75,CA,1552351696,69,54.52,-128.61,37.0,17.22
446,rudnichnyy,92,RU,1552351940,94,59.7,60.29,31.36,4.07
447,sawakin,0,SD,1552351940,100,19.1,37.33,60.34,4.85
448,monte alegre,88,BR,1552351941,98,-2.0,-54.07,74.16,3.18
449,jacksonville,90,US,1552351659,69,30.33,-81.66,79.0,3.36
450,teguldet,80,RU,1552351941,81,57.31,88.17,22.54,6.2
451,bundaberg,12,AU,1552351804,52,-24.87,152.35,93.0,10.29
452,soe,90,EE,1552351697,85,57.91,26.05,25.0,12.75
453,gondar,0,PT,1552351939,100,41.82,-8.78,51.01,4.7
454,todos santos,75,MX,1552351846,68,23.45,-110.23,78.01,10.29
455,abu dhabi,0,AE,1552348800,67,24.47,54.37,62.6,4.7
456,sault sainte marie,90,CA,1552350600,79,46.49,-84.36,23.0,8.05
457,nan,20,TH,1552348800,100,18.78,100.78,57.2,2.24
458,los llanos de aridane,0,ES,1552351208,77,28.66,-17.92,62.6,10.29
459,bacon,12,CI,1552351943,90,6.36,-3.91,75.1,4.18
460,julio de castilhos,75,BR,1552348800,83,-29.23,-53.68,71.6,8.05
461,salalah,0,OM,1552348200,60,17.01,54.1,71.6,3.36
462,mezen,88,RU,1552351943,99,65.85,44.24,27.67,2.62
463,bacolod,68,PH,1552351943,83,10.68,122.95,74.11,3.51
464,maracaju,8,BR,1552351943,90,-21.61,-55.17,75.01,2.84
465,ambanja,36,MG,1552351943,93,-13.68,48.45,69.84,1.61
466,bar harbor,75,US,1552351651,55,44.39,-68.2,39.2,5.82
467,hirara,0,JP,1552348800,45,24.8,125.28,69.8,12.75
468,chichihualco,0,MX,1552351944,35,17.68,-99.65,80.23,2.73
469,eyl,88,SO,1552351944,100,7.98,49.82,76.45,10.0
470,opuwo,0,NA,1552351944,49,-18.06,13.84,58.27,3.74
471,podgorica,75,ME,1552350600,81,42.44,19.26,46.4,19.46
472,vestmannaeyjar,36,IS,1552351944,79,63.44,-20.27,42.12,39.08
473,synya,80,RU,1552351944,88,65.37,58.04,26.46,6.2
474,kamenka,92,RU,1552350940,87,53.19,44.05,35.01,8.77
475,kitob,40,UZ,1552348800,93,39.12,66.88,42.8,3.96
476,ngunguru,8,NZ,1552351085,69,-35.62,174.5,72.0,10.0
477,gat,0,SN,1552350600,31,14.69,-16.54,75.2,16.11
478,poso,8,ID,1552351945,100,-1.4,120.75,80.05,2.39
479,iranshahr,0,IR,1552348800,37,27.21,60.69,55.4,6.93
480,sol-iletsk,68,RU,1552351945,93,51.16,55.0,33.39,13.02
481,san carlos de bariloche,20,AR,1552348800,52,-41.13,-71.31,68.0,12.75
482,nioro,0,GM,1552351945,28,13.79,-15.05,73.71,10.22
483,constitucion,90,MX,1552351815,10,23.99,-104.67,78.8,19.46
484,tukan,92,RU,1552351946,87,53.84,57.45,32.94,10.78
485,mtwango,48,TZ,1552351946,91,-9.02,34.8,58.63,2.62
486,krasnyy chikoy,32,RU,1552351946,67,50.36,108.75,7.42,3.74
487,domodedovo,0,RU,1552350570,68,55.44,37.75,32.0,2.24
488,mahibadhoo,0,MV,1552351946,100,3.78,72.97,83.16,10.33
489,port macquarie,64,AU,1552351445,54,-31.43,152.91,91.0,8.05
490,tete,20,MZ,1552348800,100,-16.16,33.59,69.8,7.76
491,khani,0,GE,1552348800,61,41.96,42.96,50.0,13.87
492,marzuq,0,YE,1552351947,87,14.4,46.47,48.69,2.73
493,nepomuk,90,CZ,1552351897,86,49.49,13.58,36.0,6.93
494,cortes,64,PH,1552351947,92,9.28,126.19,73.57,3.06
495,santa rosa,48,AR,1552351950,55,-36.62,-64.29,66.64,11.68
496,hudson bay,8,CA,1552351951,74,52.86,-102.4,28.93,5.41
497,huicheng,0,CN,1552348800,100,23.03,116.29,59.0,2.24
498,nome,90,US,1552351802,82,30.04,-94.42,71.6,6.93
499,vostok,64,RU,1552351951,78,46.45,135.83,26.14,2.95
500,poum,80,MK,1552351951,65,41.28,20.71,43.96,4.63
501,nekhayevskiy,76,RU,1552350737,84,50.41,41.76,37.99,11.01
502,alcudia,0,ES,1552351869,90,39.85,3.12,51.01,1.99
503,kandrian,92,PG,1552351951,98,-6.21,149.55,77.22,3.74
504,igarka,88,RU,1552351952,90,67.47,86.57,23.22,11.01
505,jacqueville,20,CI,1552350600,88,5.21,-4.42,82.4,3.36
506,soyo,48,AO,1552351952,89,-6.13,12.37,80.46,4.63
507,braniewo,88,PL,1552351952,94,54.38,19.82,34.87,16.49
508,bedele,80,ET,1552351952,78,8.46,36.35,59.76,2.17
509,fushan,20,CN,1552348800,100,23.86,116.89,59.0,2.24
510,tsiroanomandidy,80,MG,1552351952,96,-18.77,46.05,67.63,12.57
511,sorong,64,ID,1552351809,100,-0.86,131.25,80.64,4.97
512,ihosy,36,MG,1552351952,95,-22.4,46.13,64.26,3.18
513,paka,0,HR,1552350600,93,45.29,18.06,35.6,12.75
514,karakol,80,KG,1552351953,96,42.49,78.39,17.41,2.17
515,nkhotakota,12,MW,1552351953,94,-12.93,34.3,70.96,5.53
516,caldas da rainha,20,PT,1552351946,93,39.41,-9.13,53.6,4.97
517,kabinda,64,CD,1552351953,96,-6.14,24.49,66.55,3.29
518,abdanan,0,IR,1552351882,81,32.99,47.42,30.42,2.39
